RouteID,Weekday,Stores,Pallets,DriveMin,UnloadMin,TotalMin,BaseCost,OvertimeMin,OvertimeCost,TotalCost,NStops
Sat_00068,Saturday,"Four Square Eden Terrace,New World Point Chevalier",4,46.1,72,118.1,432.88,0.0,0.0,432.88,2
Sat_00069,Saturday,"Four Square Onehunga,New World New Lynn",4,46.2,72,118.2,433.24,0.0,0.0,433.24,2
Sat_00070,Saturday,"Four Square Glen Eden,Four Square Hobsonville",2,82.4,36,118.4,434.18,0.0,0.0,434.18,2
Sat_00071,Saturday,"Four Square Botany Junction,Four Square Eden Terrace",2,82.6,36,118.6,435.02,0.0,0.0,435.02,2
Sat_00072,Saturday,"Four Square Ellerslie,Four Square Botany Junction",2,83.5,36,119.5,438.04,0.0,0.0,438.04,2
Sat_00073,Saturday,New World Stonefields,3,65.5,54,119.5,438.25,0.0,0.0,438.25,1
Sat_00074,Saturday,"New World New Lynn,New World Mt Roskill",5,29.8,90,119.8,439.35,0.0,0.0,439.35,2
Sat_00075,Saturday,"New World Mt Roskill,Four Square Onehunga,Four Square Eden Terrace",4,47.9,72,119.9,439.57,0.0,0.0,439.57,3
Sat_00076,Saturday,"Four Square Onehunga,New World Green Bay",4,48.0,72,120.0,440.14,0.0,0.0,440.14,2
Sat_00077,Saturday,"Four Square Pakuranga Heights,Four Square Onehunga",3,66.1,54,120.1,440.53,0.0,0.0,440.53,2
Sat_00078,Saturday,"New World Mt Roskill,New World Metro Queen St",4,48.2,72,120.2,440.91,0.0,0.0,440.91,2
Sat_00079,Saturday,"Four Square Eden Terrace,Four Square St Heliers",2,84.5,36,120.5,441.82,0.0,0.0,441.82,2
Sat_00080,Saturday,"Four Square Onehunga,New World Newmarket",4,48.6,72,120.6,442.37,0.0,0.0,442.37,2
Sat_00081,Saturday,"New World Green Bay,New World Mt Roskill",5,30.9,90,120.9,443.25,0.0,0.0,443.25,2
Sat_00082,Saturday,"New World Newmarket,Four Square Eden Terrace",4,49.2,72,121.2,444.41,0.0,0.0,444.41,2
Sat_00083,Saturday,"Four Square Ellerslie,New World Metro Queen St",3,67.5,54,121.5,445.54,0.0,0.0,445.54,2
Sat_00084,Saturday,"Four Square Remuera,New World Metro Queen St",3,67.7,54,121.7,446.06,0.0,0.0,446.06,2
Sat_00085,Saturday,"Four Square Onehunga,New World Point Chevalier",4,49.7,72,121.7,446.24,0.0,0.0,446.24,2
Sat_00086,Saturday,"New World Mt Roskill,Four Square Botany Junction",3,68.0,54,122.0,447.48,0.0,0.0,447.48,2
Sat_00087,Saturday,Four Square Torbay,1,104.3,18,122.3,448.34,0.0,0.0,448.34,1
Sat_00088,Saturday,"Four Square Ellerslie,Four Square Glen Eden",2,86.4,36,122.4,448.78,0.0,0.0,448.78,2
Sat_00089,Saturday,"Four Square Remuera,Four Square Glen Eden",2,86.5,36,122.5,449.3,0.0,0.0,449.3,2
Sat_00090,Saturday,New World Eastridge,3,69.3,54,123.3,451.94,0.0,0.0,451.94,1
Sat_00091,Saturday,"New World Mt Roskill,Four Square Ellerslie,Four Square Onehunga",4,51.4,72,123.4,452.49,0.0,0.0,452.49,3
Sat_00092,Saturday,"Four Square Fair Price Henderson,Four Square Ellerslie",2,87.4,36,123.4,452.58,0.0,0.0,452.58,2
Sat_00093,Saturday,"Four Square Fair Price Henderson,Four Square Remuera",2,87.6,36,123.6,453.1,0.0,0.0,453.1,2
Sat_00094,Saturday,"New World Mt Roskill,New World Metro Shore City",3,69.6,54,123.6,453.24,0.0,0.0,453.24,2
Sat_00095,Saturday,"New World Victoria Park,Four Square Eden Terrace",4,51.7,72,123.7,453.61,0.0,0.0,453.61,2
Sat_00096,Saturday,New World Birkenhead,3,70.4,54,124.4,456.24,0.0,0.0,456.24,1
Sat_00097,Saturday,"Four Square Remuera,Four Square Botany Junction",2,88.5,36,124.5,456.39,0.0,0.0,456.39,2
Sat_00098,Saturday,"Four Square Onehunga,Four Square Lancaster",2,89.4,36,125.4,459.78,0.0,0.0,459.78,2
Sat_00099,Saturday,"New World Mt Roskill,New World Point Chevalier",5,35.4,90,125.4,459.9,0.0,0.0,459.9,2
Sat_00100,Saturday,"New World Metro Shore City,Four Square Ellerslie",2,89.6,36,125.6,460.57,0.0,0.0,460.57,2
Sat_00101,Saturday,"New World Metro Shore City,Four Square Remuera",2,89.8,36,125.8,461.09,0.0,0.0,461.09,2
Sat_00102,Saturday,"New World Mt Roskill,Four Square Onehunga,Four Square Remuera",4,53.9,72,125.9,461.55,0.0,0.0,461.55,3
Sat_00103,Saturday,New World Ormiston,3,72.3,54,126.3,463.02,0.0,0.0,463.02,1
Sat_00104,Saturday,"Four Square Lancaster,Four Square Eden Terrace",2,90.5,36,126.5,463.68,0.0,0.0,463.68,2
Sat_00105,Saturday,"New World Mt Roskill,New World Remuera",4,54.5,72,126.5,463.94,0.0,0.0,463.94,2
Sat_00106,Saturday,"Four Square Eden Terrace,New World New Lynn",4,54.9,72,126.9,465.48,0.0,0.0,465.48,2
Sat_00107,Saturday,"Four Square Onehunga,New World Remuera,Four Square Eden Terrace",4,55.0,72,127.0,465.53,0.0,0.0,465.53,3
Sat_00108,Saturday,"Four Square Onehunga,New World Victoria Park",4,55.4,72,127.4,467.14,0.0,0.0,467.14,2
Sat_00109,Saturday,"Four Square Hobsonville,New World Metro Shore City",2,91.4,36,127.4,467.29,0.0,0.0,467.29,2
Sat_00110,Saturday,"Four Square Glen Eden,New World Mt Albert",4,55.6,72,127.6,467.76,0.0,0.0,467.76,2
Sat_00111,Saturday,"Four Square Onehunga,New World Remuera,Four Square Remuera",4,56.0,72,128.0,469.33,0.0,0.0,469.33,3
Sat_00112,Saturday,"Four Square Onehunga,Four Square Ellerslie,New World Remuera",4,56.7,72,128.7,471.93,0.0,0.0,471.93,3
Sat_00113,Saturday,"Four Square Lancaster,New World Metro Shore City",2,92.8,36,128.8,472.32,0.0,0.0,472.32,2
Sat_00114,Saturday,"Four Square Pakuranga Heights,Four Square Eden Terrace",3,75.0,54,129.0,472.96,0.0,0.0,472.96,2
Sat_00115,Saturday,New World Milford,3,75.5,54,129.5,474.66,0.0,0.0,474.66,1
Sat_00116,Saturday,"Four Square Onehunga,New World Papatoetoe",4,57.9,72,129.9,476.43,0.0,0.0,476.43,2
Sat_00117,Saturday,"New World Green Bay,Four Square Eden Terrace",4,58.1,72,130.1,476.89,0.0,0.0,476.89,2
Sat_00118,Saturday,"Four Square Onehunga,New World Metro Queen St,Four Square Eden Terrace",4,58.1,72,130.1,477.16,0.0,0.0,477.16,3
Sat_00119,Saturday,"Four Square Onehunga,Four Square Ellerslie,Four Square St Heliers",3,76.2,54,130.2,477.23,0.0,0.0,477.23,3
Sat_00120,Saturday,"Four Square Onehunga,Four Square Ellerslie,Four Square Remuera,Four Square Eden Terrace",4,58.6,72,130.6,478.98,0.0,0.0,478.98,4
Sat_00121,Saturday,"Four Square Onehunga,Four Square Eden Terrace,Four Square Glen Eden",3,76.9,54,130.9,480.02,0.0,0.0,480.02,3
Sat_00122,Saturday,"Four Square Onehunga,Four Square Remuera,Four Square St Heliers",3,76.9,54,130.9,480.06,0.0,0.0,480.06,3
Sat_00123,Saturday,"Four Square Hobsonville,Four Square Ellerslie",2,95.1,36,131.1,480.72,0.0,0.0,480.72,2
Sat_00124,Saturday,"Four Square Glen Eden,New World Point Chevalier",4,59.2,72,131.2,481.2,0.0,0.0,481.2,2
Sat_00125,Saturday,"Four Square Hobsonville,Four Square Remuera",2,95.2,36,131.2,481.23,0.0,0.0,481.23,2
Sat_00126,Saturday,"New World Metro Queen St,Four Square Glen Eden",3,77.3,54,131.3,481.35,0.0,0.0,481.35,2
Sat_00127,Saturday,"Four Square Ellerslie,New World Mt Albert",4,59.4,72,131.4,481.66,0.0,0.0,481.66,2
Sat_00128,Saturday,"New World Metro Shore City,New World Metro Queen St",3,77.4,54,131.4,481.94,0.0,0.0,481.94,2
Sat_00129,Saturday,"Four Square Remuera,New World Mt Albert",4,59.5,72,131.5,482.18,0.0,0.0,482.18,2
Sat_00130,Saturday,New World Browns Bay,2,95.5,36,131.5,482.32,0.0,0.0,482.32,1
Sat_00131,Saturday,"Four Square Lancaster,Four Square Hobsonville",2,96.0,36,132.0,483.84,0.0,0.0,483.84,2
Sat_00132,Saturday,"Four Square Onehunga,Four Square Ellerslie,Four Square Botany Junction",3,78.2,54,132.2,484.72,0.0,0.0,484.72,3
Sat_00133,Saturday,"Four Square Pakuranga Heights,Four Square Ellerslie",3,78.2,54,132.2,484.91,0.0,0.0,484.91,2
Sat_00134,Saturday,"Four Square Fair Price Henderson,New World Metro Queen St",3,78.3,54,132.3,485.15,0.0,0.0,485.15,2
Sat_00135,Saturday,"New World Newmarket,Four Square Ellerslie",4,60.4,72,132.4,485.3,0.0,0.0,485.3,2
Sat_00136,Saturday,"New World Newmarket,Four Square Remuera",4,60.5,72,132.5,485.82,0.0,0.0,485.82,2
Sat_00137,Saturday,"Four Square Onehunga,New World Stonefields",4,60.7,72,132.7,486.62,0.0,0.0,486.62,2
Sat_00138,Saturday,"Four Square Onehunga,Four Square Eden Terrace,Four Square Fair Price Henderson",3,78.8,54,132.8,486.86,0.0,0.0,486.86,3
Sat_00139,Saturday,"New World Mt Albert,Four Square Fair Price Henderson",4,60.8,72,132.8,486.95,0.0,0.0,486.95,2
Sat_00140,Saturday,"Four Square Pakuranga Heights,Four Square Botany Junction",3,78.8,54,132.8,486.97,0.0,0.0,486.97,2
Sat_00141,Saturday,"New World Mt Roskill,Four Square Ellerslie,Four Square Remuera",4,61.0,72,133.0,487.56,0.0,0.0,487.56,3
Sat_00142,Saturday,"New World Mt Roskill,Four Square Ellerslie,Four Square Eden Terrace",4,61.0,72,133.0,487.61,0.0,0.0,487.61,3
Sat_00143,Saturday,"New World Mt Roskill,Four Square Remuera,Four Square Eden Terrace",4,61.1,72,133.1,488.13,0.0,0.0,488.13,3
Sat_00144,Saturday,"New World Metro Queen St,Four Square Ellerslie,Four Square Onehunga",4,61.8,72,133.8,490.51,0.0,0.0,490.51,3
Sat_00145,Saturday,New World Botany,3,79.9,54,133.9,490.82,0.0,0.0,490.82,1
Sat_00146,Saturday,"Four Square Fair Price Henderson,New World Point Chevalier",4,62.1,72,134.1,491.7,0.0,0.0,491.7,2
Sat_00147,Saturday,"New World Remuera,Four Square Remuera,Four Square Eden Terrace",4,62.1,72,134.1,491.77,0.0,0.0,491.77,3
Sat_00148,Saturday,"Four Square Fair Price Henderson,New World Metro Shore City",2,98.4,36,134.4,492.68,0.0,0.0,492.68,2
Sat_00149,Saturday,"Four Square Glen Eden,Four Square Ellerslie,Four Square Onehunga",3,80.6,54,134.6,493.57,0.0,0.0,493.57,3
Sat_00150,Saturday,New World Papakura,3,80.6,54,134.6,493.63,0.0,0.0,493.63,1
Sat_00151,Saturday,"New World Metro Shore City,Four Square Glen Eden",2,98.6,36,134.6,493.69,0.0,0.0,493.69,2
Sat_00152,Saturday,"New World Mt Roskill,Four Square St Heliers",3,80.7,54,134.7,493.73,0.0,0.0,493.73,2
Sat_00153,Saturday,"New World Mt Roskill,Four Square Onehunga,Four Square Glen Eden",4,62.7,72,134.7,493.99,0.0,0.0,493.99,3
Sat_00154,Saturday,"New World Hobsonville,Four Square Hobsonville",4,62.9,72,134.9,494.51,0.0,0.0,494.51,2
Sat_00155,Saturday,Pak 'n Save Royal Oak,6,26.9,108,134.9,494.61,0.0,0.0,494.61,1
Sat_00156,Saturday,"Four Square Ellerslie,New World Point Chevalier",4,63.2,72,135.2,495.69,0.0,0.0,495.69,2
Sat_00157,Saturday,"Four Square Remuera,New World Point Chevalier",4,63.3,72,135.3,496.2,0.0,0.0,496.2,2
Sat_00158,Saturday,"New World Mt Roskill,Four Square Lancaster",3,81.5,54,135.5,496.67,0.0,0.0,496.67,2
Sat_00159,Saturday,"Four Square Pakuranga Heights,Four Square Remuera",3,81.5,54,135.5,496.67,0.0,0.0,496.67,2
Sat_00160,Saturday,"Four Square Fair Price Henderson,Four Square Ellerslie,Four Square Onehunga",3,81.5,54,135.5,496.74,0.0,0.0,496.74,3
Sat_00161,Saturday,"Four Square Onehunga,Four Square Fair Price Henderson,Four Square Glen Eden",3,81.5,54,135.5,496.95,0.0,0.0,496.95,3
Sat_00162,Saturday,"New World Remuera,Four Square St Heliers",3,81.5,54,135.5,496.99,0.0,0.0,496.99,2
Sat_00163,Saturday,"Four Square Ellerslie,Four Square Remuera,New World Remuera",4,63.8,72,135.8,497.84,0.0,0.0,497.84,3
Sat_00164,Saturday,"Four Square Onehunga,Four Square Remuera,New World Metro Queen St",4,64.0,72,136.0,498.76,0.0,0.0,498.76,3
Sat_00165,Saturday,"Four Square Onehunga,Four Square St Heliers,Four Square Eden Terrace",3,82.0,54,136.0,498.8,0.0,0.0,498.8,3
Sat_00166,Saturday,"New World Mt Roskill,New World Newmarket",5,46.3,90,136.3,499.66,0.0,0.0,499.66,2
Sat_00167,Saturday,"Four Square Glen Eden,Four Square Fair Price Henderson,Four Square Eden Terrace",3,82.4,54,136.4,500.29,0.0,0.0,500.29,3
Sat_00168,Saturday,"New World Remuera,New World Metro Queen St",4,64.7,72,136.7,501.15,0.0,0.0,501.15,2
Sat_00169,Saturday,"Four Square Onehunga,Four Square Remuera,Four Square Glen Eden",3,82.9,54,136.9,502.0,0.0,0.0,502.0,3
Sat_00170,Saturday,"New World Mt Roskill,New World Victoria Park",5,47.2,90,137.2,503.12,0.0,0.0,503.12,2
Sat_00171,Saturday,"Four Square Lancaster,Four Square Ellerslie",2,101.5,36,137.5,504.0,0.0,0.0,504.0,2
Sat_00172,Saturday,"New World Metro Queen St,Four Square St Heliers",3,83.5,54,137.5,504.32,0.0,0.0,504.32,2
Sat_00173,Saturday,"New World Remuera,Four Square Glen Eden",3,83.6,54,137.6,504.39,0.0,0.0,504.39,2
Sat_00174,Saturday,"Four Square Lancaster,Four Square Remuera",2,101.6,36,137.6,504.51,0.0,0.0,504.51,2
Sat_00175,Saturday,"Four Square Ellerslie,New World Remuera,Four Square Eden Terrace",4,65.6,72,137.6,504.53,0.0,0.0,504.53,3
Sat_00176,Saturday,"New World Metro Shore City,Four Square Ellerslie,Four Square Onehunga",3,83.7,54,137.7,504.73,0.0,0.0,504.73,3
Sat_00177,Saturday,"Four Square Fair Price Henderson,New World New Lynn",4,65.8,72,137.8,505.45,0.0,0.0,505.45,2
Sat_00178,Saturday,"Four Square Ellerslie,Four Square Remuera,Four Square St Heliers",3,84.0,54,138.0,506.06,0.0,0.0,506.06,3
Sat_00179,Saturday,"Four Square Onehunga,New World Eastridge",4,66.2,72,138.2,506.83,0.0,0.0,506.83,2
Sat_00180,Saturday,"Four Square Fair Price Henderson,New World Remuera",3,84.6,54,138.6,508.19,0.0,0.0,508.19,2
Sat_00181,Saturday,"Four Square Onehunga,Four Square Remuera,Four Square Fair Price Henderson",3,84.8,54,138.8,508.84,0.0,0.0,508.84,3
Sat_00182,Saturday,"Four Square Onehunga,Four Square Remuera,Four Square Botany Junction",3,84.8,54,138.8,509.1,0.0,0.0,509.1,3
Sat_00183,Saturday,"Four Square Fair Price Henderson,New World Green Bay",4,67.0,72,139.0,509.52,0.0,0.0,509.52,2
Sat_00184,Saturday,"Four Square Ellerslie,New World Stonefields",4,67.0,72,139.0,509.6,0.0,0.0,509.6,2
Sat_00185,Saturday,"Four Square Eden Terrace,Four Square Remuera,Four Square St Heliers",3,85.1,54,139.1,509.98,0.0,0.0,509.98,3
Sat_00186,Saturday,"New World Mt Roskill,Four Square Fair Price Henderson,Four Square Glen Eden",4,67.3,72,139.3,510.6,0.0,0.0,510.6,3
Sat_00187,Saturday,"Four Square Botany Junction,Four Square Glen Eden",2,103.5,36,139.5,511.41,0.0,0.0,511.41,2
Sat_00188,Saturday,"New World Remuera,Four Square Botany Junction",3,85.5,54,139.5,511.49,0.0,0.0,511.49,2
Sat_00189,Saturday,New World Howick,3,85.8,54,139.8,512.72,0.0,0.0,512.72,1
Sat_00190,Saturday,"Four Square Onehunga,Four Square Eden Terrace,New World Mt Albert",5,49.9,90,139.9,512.9,0.0,0.0,512.9,3
Sat_00191,Saturday,"Four Square Eden Terrace,Four Square Ellerslie,Four Square St Heliers",3,86.0,54,140.0,513.17,0.0,0.0,513.17,3
Sat_00192,Saturday,"Four Square Hobsonville,New World Metro Queen St",3,86.0,54,140.0,513.29,0.0,0.0,513.29,2
Sat_00193,Saturday,"New World Stonefields,Four Square Remuera",4,68.0,72,140.0,513.46,0.0,0.0,513.46,2
Sat_00194,Saturday,"New World Metro Queen St,New World Mt Albert",5,50.2,90,140.2,514.23,0.0,0.0,514.23,2
Sat_00195,Saturday,"Four Square Onehunga,Four Square Eden Terrace,Four Square Hobsonville",3,86.5,54,140.5,514.99,0.0,0.0,514.99,3
Sat_00196,Saturday,"New World Mt Albert,Four Square Hobsonville",4,68.5,72,140.5,515.08,0.0,0.0,515.08,2
Sat_00197,Saturday,"Four Square Ellerslie,New World Victoria Park",4,68.5,72,140.5,515.18,0.0,0.0,515.18,2
Sat_00198,Saturday,"Four Square Fair Price Henderson,Four Square Lancaster",2,104.5,36,140.5,515.25,0.0,0.0,515.25,2
Sat_00199,Saturday,"Four Square Remuera,New World Victoria Park",4,68.6,72,140.6,515.7,0.0,0.0,515.7,2
Sat_00200,Saturday,"New World Metro Shore City,New World Remuera",3,86.8,54,140.8,516.18,0.0,0.0,516.18,2
Sat_00201,Saturday,"New World Papatoetoe,Four Square Eden Terrace",4,68.9,72,140.9,516.78,0.0,0.0,516.78,2
Sat_00202,Saturday,"New World Stonefields,Four Square Eden Terrace",4,69.1,72,141.1,517.53,0.0,0.0,517.53,2
Sat_00203,Saturday,"Four Square Onehunga,Four Square Remuera,New World Metro Shore City",3,87.2,54,141.2,517.62,0.0,0.0,517.62,3
Sat_00204,Saturday,"Four Square Onehunga,New World Metro Shore City,Four Square Eden Terrace",3,87.2,54,141.2,517.9,0.0,0.0,517.9,3
Sat_00205,Saturday,"Four Square Glen Eden,Four Square Fair Price Henderson,Four Square Hobsonville",3,87.3,54,141.3,518.25,0.0,0.0,518.25,3
Sat_00206,Saturday,"New World Mt Roskill,New World Papatoetoe",5,51.5,90,141.5,518.67,0.0,0.0,518.67,2
Sat_00207,Saturday,"Four Square Hobsonville,New World Point Chevalier",4,69.8,72,141.8,519.84,0.0,0.0,519.84,2
Sat_00208,Saturday,"New World Mt Roskill,Four Square Onehunga,Four Square Fair Price Henderson",4,69.9,72,141.9,520.21,0.0,0.0,520.21,3
Sat_00209,Saturday,"New World Mt Roskill,Four Square Eden Terrace,New World Metro Queen St",5,51.9,90,141.9,520.46,0.0,0.0,520.46,3
Sat_00210,Saturday,"New World Mt Roskill,Four Square Eden Terrace,Four Square Glen Eden",4,70.0,72,142.0,520.5,0.0,0.0,520.5,3
Sat_00211,Saturday,"Four Square Eden Terrace,Four Square Ellerslie,Four Square Botany Junction",3,88.0,54,142.0,520.66,0.0,0.0,520.66,3
Sat_00212,Saturday,"New World Mt Roskill,Four Square Onehunga,New World Remuera",5,52.0,90,142.0,520.79,0.0,0.0,520.79,3
Sat_00213,Saturday,"New World Victoria Park,New World Metro Queen St",5,52.1,90,142.1,521.11,0.0,0.0,521.11,2
Sat_00214,Saturday,"Four Square Onehunga,New World Newmarket,Four Square Eden Terrace",5,52.3,90,142.3,521.65,0.0,0.0,521.65,3
Sat_00215,Saturday,"Four Square Onehunga,New World Southmall",4,70.4,72,142.4,522.15,0.0,0.0,522.15,2
Sat_00216,Saturday,"New World Papatoetoe,Four Square Botany Junction",4,70.4,72,142.4,522.29,0.0,0.0,522.29,2
